rssi_dbm,sinr_db,throughput_mbps,latency_ms,jitter_ms,packet_loss_percent,cpu_usage_percent,memory_usage_percent,active_users,temperature_celsius,hour,day_of_week,is_peak_hour,network_quality_score,resource_stress,base_station_id_encoded,cell_id_encoded,fault_status
-1.5647062354621823,-1.838886431629569,-1.5856672858598482,1.6691763301134073,2.05667823116802,0.6845181773951142,1.7507877476441358,0.8626007281209622,1.0169505348230414,1.6084665584996074,0.6675496871091136,-1.0080322575483704,1.2827714704898316,-1.778480162555741,1.752406043303315,49,113,0
1.0657945112412193,-0.0010107409153965055,0.17448286580882696,-0.5164705552902483,-0.6175559961099358,-0.6374998222439123,-1.330992952348433,0.9616132247338202,-0.037164585422800864,-0.12729194105837968,0.5221140254295681,-0.008000256012288662,1.2827714704898316,0.5066890745768503,-0.3532762440863222,26,19,1
-1.4891540270436314,-1.7291218913648034,-1.3160867445416278,1.7000389388328205,2.2340008334661183,1.9698542125602498,0.15756527255363795,1.7234950980210766,0.8881142423485495,-0.014232370115784609,-0.9322425913658863,1.4920477462918342,-0.7795620833523415,-1.7532679389622063,1.153895720256695,23,176,0
-1.7212425104208786,-1.330885253544704,-1.1720885788498379,0.4277817245064972,0.5517262559443114,2.254506256877643,1.3592659228652053,2.279636718606288,1.2980479002219327,1.0483968920383144,0.6675496871091136,1.4920477462918342,1.2827714704898316,-1.186728673387645,2.3349612797147508,28,66,0
-2.234800005553512,-1.562207218565491,-1.6797431290853009,2.446914069842621,0.7375551085371519,3.3388251267258564,1.0054010769900479,0.9905454477700453,0.42742689350036667,0.9183457092777573,-0.05962862128861365,-0.5080162567803296,1.2827714704898316,-1.8323185606418566,1.3060527659727073,12,25,0
0.15620517851592103,0.8698484215158007,1.1032599406714356,-0.6601611196071444,-0.6110127266524416,-0.5626686147171749,-0.5712080250546677,0.7410853913688176,-0.2792206500718461,-0.2854446356717205,-0.4959356063272499,0.49201574475575227,-0.7795620833523415,0.6983804555175764,0.047157515611319194,44,152,1
0.27323703077210787,1.0875632121235999,0.3619689212935151,-0.5651329941548116,-0.49912281892928745,-0.6551071651913799,-0.4909100553333878,-0.8456863075956953,-0.09963066662255447,-0.10049747626851592,1.6855993188659315,-0.008000256012288662,-0.7795620833523415,0.6070082179494126,-0.8568343442308776,35,118,1
-1.5439664135433644,-1.1458276815280746,-1.1860668291404122,2.010387590234548,0.6871719337144452,1.005852186186398,-0.46266732115555836,-0.46699565496599593,0.3922897228255052,1.2555638515111616,1.6855993188659315,1.4920477462918342,-0.7795620833523415,-1.7057669324875393,-0.6077793333402162,17,173,0
1.1423343302273332,1.38782819417019,0.43962586735226167,-0.6440838536695895,-0.51940695424752,-0.5113138644537277,-0.631016168019483,1.1364924395305573,-0.10743892677252367,0.20731210704918443,1.5401636571863861,-0.5080162567803296,-0.7795620833523415,0.9194828272495159,0.24445578205126456,34,191,1
1.0776458380519724,1.1492490694624762,0.3056121661537392,-0.6964785149839423,-0.6960752295998685,-0.5450612717697073,1.158244109011243,0.33860602202044415,-0.40805694254633795,-0.735722348847719,0.8129853487886589,-1.0080322575483704,1.2827714704898316,0.851596217417897,1.0188612065394138,49,36,1
